39,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.6705,"","jasonrlee","",3,"","","RT @ali: After the Fox News #GOPDebate, we primary voters are none the wiser on the policy plans these folks are putting forth. Journalism …","","2015-08-07 09:54:33 -0700",629697146883715072,"Arizona","Arizona"
53,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Women's Issues (not abortion though)",1.0,"","Radiant_Body","",4,"","","RT @STYLEMOM: Here's a question, WHY in the hell are WOMEN &amp; our body parts even in this debate? Foh, stop it, it's not 1965 wtf #GOPDebate…","","2015-08-07 09:54:26 -0700",629697116303028224,"Denver, CO","Central Time (US & Canada)"
56,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Religion",1.0,"","HeathenTech","",5,"","","RT @theskysgoneout: To non-Christians, #GOPDebate ""God"""" questions underline how little anyone really cares about religious minorities. Chri…""","","2015-08-07 09:54:25 -0700",629697113656586240,"Midgard","Mountain Time (US & Canada)"
57,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Racial issues",1.0,"","mombizzz","",105,"","","RT @Bipartisanism: The #GOPDebate response to #BlackLivesMatter was pathetic. http://t.co/isMXbrRM0h","","2015-08-07 09:54:25 -0700",629697111794286592,"U.S.A","Central Time (US & Canada)"
65,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Foreign Policy",1.0,"","TracyCarrillo15","",135,"","","RT @TheJimHughes: If we want to stop sending foreign aid to places that burn our flag can we start with Berkeley? #GOPDebate","","2015-08-07 09:54:23 -0700",629697102982066176,"",""
67,"John Kasich",1.0,"yes",1.0,"Neutral",1.0,"Foreign Policy",1.0,"","kevinburger72","",45,"","","RT @JohnKasich: Scrap the President's Iran deal. Iran can’t get a nuke. #Kasich4Us #GOPDebate http://t.co/9TrZxOnLZF","","2015-08-07 09:54:22 -0700",629697098318020609,"","Central Time (US & Canada)"
75,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",0.6768,"","palmaceiahome1","",0,"","","The Country's going to hell and Megyn Kelly on #FoxNews is attacking Trump for a ""war on women?"""" #GOPDebate""","","2015-08-07 09:54:20 -0700",629697091443531776,"","Quito"
79,"No candidate mentioned",0.6591,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","agreenwood0216","",224,"","","RT @davidcicilline: This is the worst episode of The Apprentice that I've ever seen. #GOPDebate","","2015-08-07 09:54:17 -0700",629697080630468608,"",""
85,"Donald Trump",1.0,"yes",1.0,"Neutral",1.0,"None of the above",1.0,"","ou2va2le2monde2","",532,"","","RT @Ronnie2K: Donald Trump during #GOPDebate be like... https://t.co/jCUirk1i1u","","2015-08-07 09:54:13 -0700",629697061924044800,"","Pacific Time (US & Canada)"
89,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.3483,"","DoremusJ","",13,"","","RT @TheBaxterBean: Watch Donald Trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://t…","","2015-08-07 09:54:11 -0700",629697052344123392,"9/10th mile north Nowhere OK",""
90,"No candidate mentioned",1.0,"yes",1.0,"Neutral",1.0,"None of the above",1.0,"","Daniel_DeMay","",0,"","","A few of my favorite #Twitter responses to the #GOPDebate last night: http://t.co/2IqcdrCdlm http://t.co/7TDMA3VLM8","","2015-08-07 09:54:11 -0700",629697052079882240,"Seattle, WA","Alaska"
94,"No candidate mentioned",1.0,"yes",1.0,"Positive",1.0,"None of the above",0.6667,"","IdahoGOP","",44,"","","RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate i…","","2015-08-07 09:54:07 -0700",629697036258914304,"Boise, Idaho","Mountain Time (US & Canada)"
95,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","kweidleman","",1,"","","RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"""" http://t.co/cxch7X…""","","2015-08-07 09:54:06 -0700",629697034694565888,"Washington, DC","Eastern Time (US & Canada)"
98,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","gleason_danny","",347,"","","RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw","","2015-08-07 09:54:05 -0700",629697026955939845,"Austin, Texas",""
102,"No candidate mentioned",1.0,"yes",1.0,"Positive",1.0,"None of the above",1.0,"","MikeT1647","",0,"","","Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP","","2015-08-07 09:54:04 -0700",629697023877341185,"","Mountain Time (US & Canada)"
103,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"Women's Issues (not abortion though)",0.6634,"","danijeantheq","",149,"","","RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"""" save him …""","","2015-08-07 09:54:04 -0700",629697023663546368,"",""
104,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","DouglasRobert70","",18,"","","RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.co…","","2015-08-07 09:54:04 -0700",629697022866493440,"","Mountain Time (US & Canada)"
106,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",0.6437,"","Osunga","",2,"","","RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebate” … Why am I not surprised? http://t.co/tkpEsoOEZT""","","2015-08-07 09:54:02 -0700",629697014922526720,"Los Angeles","Pacific Time (US & Canada)"
107,"John Kasich",1.0,"yes",1.0,"Positive",1.0,"Jobs and Economy",1.0,"","kevinburger72","",90,"","","RT @JohnKasich: John Kasich helped Ohioans create 350,000 new jobs. He can do it for America. #GOPDebate http://t.co/kBzfBJyp2C","","2015-08-07 09:54:02 -0700",629697014557769729,"","Central Time (US & Canada)"
111,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Women's Issues (not abortion though)",1.0,"","grady77","",95,"","","RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate","","2015-08-07 09:53:59 -0700",629697002830327808,"PDX","Eastern Time (US & Canada)"
112,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.6322,"","lindamama02","",5,"","","RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won’t be safe, except if we’re attacked …","","2015-08-07 09:53:59 -0700",629697001840508928,"",""
116,"Scott Walker",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","marcylauren","",51,"","","RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate","","2015-08-07 09:53:55 -0700",629696988557254657,"Delaware","Eastern Time (US & Canada)"
117,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Racial issues",1.0,"","kaewizzzle","",409,"","","RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh","","2015-08-07 09:53:55 -0700",629696988158799872,"","Mountain Time (US & Canada)"
118,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.6966,"","DavidBloomberg","",94,"","","RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate","","2015-08-07 09:53:55 -0700",629696986288009216,"Springfield, IL","Central Time (US & Canada)"
120,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","annykatzy","",2,"","","RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."""" #FoxNews #GOPDebate""","","2015-08-07 09:53:55 -0700",629696984681582592,"Fla/Mich","Central Time (US & Canada)"
130,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","ProtectIllusion","",52,"","","RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""""""","","2015-08-07 09:53:52 -0700",629696972711014401,"","Mountain Time (US & Canada)"
133,"Chris Christie",1.0,"yes",1.0,"Positive",1.0,"None of the above",1.0,"","FasterTrader","",1,"","","RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate","","2015-08-07 09:53:51 -0700",629696969057767425,"Los Angeles, CA",""
135,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Abortion",1.0,"","jcmarder","",0,"","","You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople","","2015-08-07 09:53:49 -0700",629696959515770880,"San Marino, California","Pacific Time (US & Canada)"
136,"Donald Trump",0.6921,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","JCArgentum","",310,"","","RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFai…","","2015-08-07 09:53:48 -0700",629696958857396224,"",""
137,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Religion",1.0,"","markmcandrew","",334,"","","RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate","","2015-08-07 09:53:48 -0700",629696955967344640,"Athens, Ga",""
139,"Donald Trump",0.7063,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","Transcend_Rsrch","",0,"","","@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate","","2015-08-07 09:53:47 -0700",629696954289790976,"",""
146,"Rand Paul",0.6591,"yes",1.0,"Positive",1.0,"None of the above",1.0,"","georgecorey4","",5,"","","RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.","","2015-08-07 09:53:45 -0700",629696945125224448,"portsmouth ,Rhode Island",""
147,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Foreign Policy",0.3508,"","JJBills14","",350,"","","RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.","","2015-08-07 09:53:45 -0700",629696943963312129,"",""
151,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.6364,"","magicfreak81","",0,"","","Summary is the #GOPDebate: Status quo shit show","","2015-08-07 09:53:44 -0700",629696940532436992,"New York, NY","Eastern Time (US & Canada)"
155,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","realJohnJericho","",33,"","","RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un…","","2015-08-07 09:53:42 -0700",629696934039543808,"","Central Time (US & Canada)"
157,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","cornopaez","",7,"","","RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate","","2015-08-07 09:53:42 -0700",629696932189966336,"Pittsburgh, PA","Eastern Time (US & Canada)"
164,"Donald Trump",1.0,"yes",1.0,"Neutral",1.0,"None of the above",1.0,"","owlzly","",0,"","","#GOPDebate in one picture http://t.co/WMmucJUqJu","","2015-08-07 09:53:37 -0700",629696909947441152,"Up North","Pacific Time (US & Canada)"
167,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"Women's Issues (not abortion though)",0.6598,"","shyone269","",10,"","","RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"""" were the voices …""","","2015-08-07 09:53:35 -0700",629696901860995073,"Not where I want to be U.S.A.","America/New_York"
168,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Racial issues",1.0,"","Truthbuster","",0,"","","#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate","","2015-08-07 09:53:35 -0700",629696900929855488,"New York, NY","Eastern Time (US & Canada)"
169,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Racial issues",1.0,"","Alee_Bono","",0,"","","Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.","","2015-08-07 09:53:34 -0700",629696899960844289,"The Moon","Mountain Time (US & Canada)"
172,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","fc7822","",0,"","","@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""""""","","2015-08-07 09:53:32 -0700",629696891895181313,"Riverside, CA - USA","Pacific Time (US & Canada)"
174,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.6211,"","justanothersnl","",11,"","","RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate","","2015-08-07 09:53:32 -0700",629696889315794944,"with Carmen Sandiego","Eastern Time (US & Canada)"
175,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.6421,"","unicornmajik","",163,"","","RT @AmyMek: Conservatives are a people without a Network! 

#GOPDebate @FoxNews","","2015-08-07 09:53:31 -0700",629696886870401024,"Arizona","Arizona"
176,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","rwyckoff46","",1447,"","","RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie","","2015-08-07 09:53:30 -0700",629696882613329921,"Brattleboro, VT","Eastern Time (US & Canada)"
177,"No candidate mentioned",1.0,"yes",1.0,"Neutral",1.0,"None of the above",1.0,"","jojo21","",4,"","","RT @travisconsidine: .@GovernorPerry #GOPDebate Performance Review-Reel: https://t.co/o5QUROZbku #Perry2016","","2015-08-07 09:53:30 -0700",629696879790567429,"Ellicott City, Maryland","Eastern Time (US & Canada)"
178,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.3441,"","ThadM44","",16,"","","RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religi…","","2015-08-07 09:53:29 -0700",629696879463428097,"Pennsylvania",""
179,"Ben Carson",1.0,"yes",1.0,"Positive",1.0,"None of the above",1.0,"","mmprnews","",0,"","","#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering","","2015-08-07 09:53:29 -0700",629696879429877760,"Florida, USA","Eastern Time (US & Canada)"
192,"No candidate mentioned",1.0,"yes",1.0,"Neutral",1.0,"None of the above",1.0,"","jojo21","",37,"","","RT @GovernorPerry: .@GovernorPerry's ""On Fire"""" Debate Performance https://t.co/aRmJN6vwPG #GOPDebate #Perry2016 #tcot""","","2015-08-07 09:53:23 -0700",629696852770844672,"Ellicott City, Maryland","Eastern Time (US & Canada)"
194,"No candidate mentioned",1.0,"yes",1.0,"Neutral",1.0,"Immigration",0.6854,"","jojo21","",40,"","","RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK","","2015-08-07 09:53:20 -0700",629696841446227968,"Ellicott City, Maryland","Eastern Time (US & Canada)"
201,"No candidate mentioned",1.0,"yes",1.0,"Neutral",1.0,"None of the above",1.0,"","LaffertyRowena","",27,"","","RT @Playing_Dad: Settling in for the #GOPDebate http://t.co/W6W3e5NBOa","","2015-08-07 09:53:18 -0700",629696831945994241,"","Eastern Time (US & Canada)"
205,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","ThadM44","",19,"","","RT @LisaBloom: Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.","","2015-08-07 09:53:17 -0700",629696825864404992,"Pennsylvania",""
207,"No candidate mentioned",1.0,"yes",1.0,"Positive",1.0,"None of the above",1.0,"","ZConine","",0,"","","After the #GOPDebate all of the promises being made by startups at this tech conference seem quite reasonable.","","2015-08-07 09:53:16 -0700",629696822651400192,"Las Vegas, NV","Pacific Time (US & Canada)"
212,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Abortion",1.0,"","eobrien2013","",1773,"","","RT @feministabulous: There's nothing like listening to ten dudes who will never need an abortion, talk about whether I should have a right …","","2015-08-07 09:53:13 -0700",629696811813466112,"","Eastern Time (US & Canada)"
213,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","dudapop79","",14,"","","RT @SenWhitehouse: FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about Mond…","","2015-08-07 09:53:13 -0700",629696810735534080,"earth",""
215,"No candidate mentioned",1.0,"yes",1.0,"Neutral",1.0,"None of the above",0.6824,"","guilprickette","",0,"","","So we just had an office chat about the #GOPDebate,  &amp; I was outed as both a flaming liberal and a politics geek. Probably not surprising.","","2015-08-07 09:53:13 -0700",629696810068541440,"Anchorage, Alaska","America/Anchorage"
218,"Ted Cruz",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","jojo21","",10,"","","RT @kesgardner: All Ted Cruz does is attack other Republicans. #GOPDebate","","2015-08-07 09:53:12 -0700",629696805446533120,"Ellicott City, Maryland","Eastern Time (US & Canada)"
220,"No candidate mentioned",1.0,"yes",1.0,"Neutral",1.0,"None of the above",1.0,"","ProtectIllusion","",151,"","","RT @FrankConniff: Hard to say who won the #GOPDebate - Bernie or Hillary?","","2015-08-07 09:53:11 -0700",629696803953229824,"","Mountain Time (US & Canada)"
221,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","kevincron","",64,"","","RT @larhunter: If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate","","2015-08-07 09:53:11 -0700",629696800560148480,"Alto MI","Central Time (US & Canada)"
225,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","Jo_Kyle","",177,"","","RT @edwrather: The biggest losers in the debate were the Fox moderators who attacked instead of moderating #GOPDebate","","2015-08-07 09:53:07 -0700",629696787138367488,"Realville",""
226,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","jojo21","",22,"","","RT @WhitneyNeal: Trump has yet to give a single, evidence-based answer to a direct question about policy. That should frighten you. #GOPDeb…","","2015-08-07 09:53:07 -0700",629696786815406080,"Ellicott City, Maryland","Eastern Time (US & Canada)"
229,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Abortion",1.0,"","Deb_Libby","",8,"","","RT @GrnEyedMandy: Women who shame other women for having abortions deserve to be shamed for having no soul or self respect. 

#PlannedParen…","","2015-08-07 09:53:06 -0700",629696780624625664,"East coast","Eastern Time (US & Canada)"
234,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Jobs and Economy",1.0,"","Spence4782","",1,"","","RT @SeaBassThePhish: S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate","","2015-08-07 09:53:04 -0700",629696772013584384,"Lawton, Oklahoma",""
237,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","jojo21","",12,"","","RT @mrskimcam: Trump just said the U.S. is stupid, so let's vote him President. WTF people. #GOPDebate","","2015-08-07 09:53:02 -0700",629696765940355072,"Ellicott City, Maryland","Eastern Time (US & Canada)"
238,"John Kasich",1.0,"yes",1.0,"Positive",1.0,"None of the above",1.0,"","ultrasonkim","",0,"","","So excited for @johnkasich #GOPDebate #Kasich4Us #Republicandebate #kasich2016 been waiting for 20 years!!","","2015-08-07 09:53:01 -0700",629696762329088000,"central ohio",""
240,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","amarco16","",0,"","","Hey look it's my feelings about Donald Trump summed up in one gif #GOPDebate http://t.co/zjWUGwj9Hz","","2015-08-07 09:53:01 -0700",629696758839406592,"","Quito"
241,"No candidate mentioned",1.0,"yes",1.0,"Neutral",1.0,"None of the above",1.0,"","PotTube","",466,"","","RT @tommychong: Are any of these dudes for the legalization of marijuana, or what? #GOPDebate","","2015-08-07 09:53:00 -0700",629696756582711300,"Washington, USA",""
246,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","havocthetwisted","",0,"","","When cnn, msnbc ,and the new York times praise fox moderators then you know the moderators fucked up. #GOPDebate","","2015-08-07 09:52:58 -0700",629696749511274497,"find me",""
247,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","jojo21","",11,"","","RT @kesgardner: Trump is a lunatic. #GOPDebate","","2015-08-07 09:52:58 -0700",629696746516578304,"Ellicott City, Maryland","Eastern Time (US & Canada)"
248,"Ted Cruz",1.0,"yes",1.0,"Positive",1.0,"None of the above",1.0,"","ChuckNellis","",6,"","","Cruz has class &amp; truth, that gets my vote! #GOPDebate","","2015-08-07 09:52:55 -0700",629696735967887360,"Great State of North Carolina!","Eastern Time (US & Canada)"
253,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"FOX News or Moderators",1.0,"","jojo21","",67,"","","RT @kesgardner: Hi Fox panel, can you just ask Donald every single question? Hand him a shovel while you're at it so he can keep digging. #…","","2015-08-07 09:52:53 -0700",629696727927365633,"Ellicott City, Maryland","Eastern Time (US & Canada)"
258,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"Women's Issues (not abortion though)",0.6667,"","beetlechocolate","",0,"","","Why are all the Trump accessory women wearing the same shoes?!  #GOPDebate http://t.co/Xz4zc1Lt8N","","2015-08-07 09:52:50 -0700",629696714727800832,"everything is fake.","Central Time (US & Canada)"
260,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","_iheartmomo","",0,"","","And Donald Trump is an absolute nut! So entertaining LOL #GOPDebate","","2015-08-07 09:52:48 -0700",629696705810841600,"Accra, New Jersey","Mountain Time (US & Canada)"
262,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"None of the above",0.6562,"","elueroy","",6,"","","RT @DykstraDame: Candidates went after @HillaryClinton 32 times in the #GOPdebate-but remained silent about the issues that affect us. http…","","2015-08-07 09:52:47 -0700",629696702002270208,"","Pacific Time (US & Canada)"
265,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"None of the above",1.0,"","janniaragon","",0,"","","I give him a e for his big ego. #GOPDebate A's are earned for excellence. Rhymes with rump.","","2015-08-07 09:52:47 -0700",629696700794339328,"","Pacific Time (US & Canada)"
271,"Donald Trump",1.0,"yes",1.0,"Negative",1.0,"Abortion",1.0,"","Clever_Otter","",0,"","","Trump changed his mind on supporting PARTIAL BIRTH ABORTION because a friend changed their mind on aborting &amp; had a great kid. #GOPDebate","","2015-08-07 09:52:44 -0700",629696687640940544,"Earth","Mountain Time (US & Canada)"
272,"Ben Carson",1.0,"yes",1.0,"Positive",1.0,"None of the above",1.0,"","annemargaretj","",0,"","","Best closing statement: @RealBenCarson #GOPDebate","","2015-08-07 09:52:44 -0700",629696687494295552,"Breslau, Ontario ",""
277,"No candidate mentioned",1.0,"yes",1.0,"Negative",1.0,"Abortion",1.0,"","willowalmighty","",608,"","","RT @amaraconda: FETUSES ARE NOT UNBORN BABIES THEY ARE CLUSTERS OF CELLS STOP SHAMING PEOPLE WHO WANT/HAVE HAD ABORTIONS #GOPDebate","","2015-08-07 09:52:42 -0700",629696680821174272,"","Atlantic Time (Canada)"
